,OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Index,Customer Names,Index,Product Name,id,name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone,State Code,Region
60685,SO - 0005476,2017-12-10,74,Wholesale,USD,FLR025,53,26,11,1072.0,11792.0,493.12,74,Dazzlesphe Corp,26,Product 26,53,Camarillo,Ventura County,CA,California,City,34.21639,-119.0376,805,67608,24375,88152,50987676,24048,America/Los Angeles,CA,West
60686,SO - 0005713,2017-12-10,167,Wholesale,USD,NXH382,504,10,12,2391.9,28702.800000000003,1387.302,167,Nlounge Ltd,10,Product 10,504,Perry,Monroe County,IN,Indiana,Township,39.11904,-86.51979,812,53382,22213,43799,91577113,280736,America/Indiana/Indianapolis,IN,Midwest
60687,SO - 0006097,2017-12-10,155,Wholesale,USD,NXH382,55,25,8,2010.0,16080.0,1386.8999999999999,155,Zoomdog Corp,25,Product 25,55,Carmichael,Sacramento County,CA,California,CDP,38.61713,-121.32828,916,63314,26074,54322,35028560,685947,America/Los Angeles,CA,West
60688,SO - 0006649,2017-12-10,75,Distributor,USD,FLR025,374,25,7,1018.4,7128.8,672.144,75,Cogilith Group,25,Product 25,374,Des Moines,Warren County/Polk County,IA,Iowa,City,41.57259,-93.61024,515,210330,81717,46290,230329944,4657227,America/Chicago,IA,Midwest
60689,SO - 0007449,2017-12-10,53,Distributor,USD,GUT930,449,30,7,1909.5,13366.5,801.99,53,Kare Corp,30,Product 30,449,Plainfield (Township),Will County,IL,Illinois,Township,41.59381,-88.19968,815,81678,23935,84786,86725275,4549499,America/Chicago,IL,Midwest
60690,SO - 0007691,2017-12-10,107,Wholesale,USD,NXH382,297,7,7,2633.1,18431.7,1764.1770000000001,107,NCS Group,7,Product 7,297,Fort Myers,Lee County,FL,Florida,City,26.64063,-81.87231,941,74013,25095,39039,103020979,23820848,America/New York,FL,South
60691,SO - 0008902,2017-12-10,2,Export,USD,AXW291,964,25,11,1145.7,12602.7,492.651,2,Jaxbean Group,25,Product 25,964,Kirkland,King County,WA,Washington,City,47.68149,-122.20874,425,87281,35367,92127,46148574,31229,America/Los Angeles,WA,West
60692,SO - 0002200,2017-12-11,75,Distributor,USD,FLR025,13,13,9,3819.0,34371.0,1565.79,75,Cogilith Group,13,Product 13,13,Jonesboro,Craighead County,AR,Arkansas,City,35.8423,-90.70428,870,73907,27335,41688,208130553,1488060,America/Chicago,AR,South
60693,SO - 0002568,2017-12-11,63,Export,USD,FLR025,647,24,6,2291.4,13748.400000000001,1191.528,63,Pfizer Corp,24,Product 24,647,Southaven,DeSoto County,MS,Mississippi,City,34.98898,-90.01259,662,52589,18393,58227,106938400,619709,America/Chicago,MS,South
60694,SO - 0002791,2017-12-11,138,Distributor,USD,FLR025,611,3,10,1092.1000000000001,10921.000000000002,851.8380000000001,138,Zoovu Corp,3,Product 3,611,Wyoming,Kent County,MI,Michigan,City,42.91336,-85.70531,616,75275,27602,46849,63691821,628737,America/Detroit,MI,Midwest
60695,SO - 0003090,2017-12-11,3,Distributor,USD,FLR025,531,18,8,1085.4,8683.2,716.3640000000001,3,Ascend Ltd,18,Product 18,531,Bossier City,Bossier Parish,LA,Louisiana,City,32.51599,-93.73212,318,68094,25540,47342,111133147,2556414,America/Chicago,LA,South
60696,SO - 0010603,2017-12-11,143,Export,USD,NXH382,30,2,11,2425.4,26679.4,1600.7640000000001,143,Mita Corp,2,Product 2,30,Peoria,Maricopa County/Yavapai County,AZ,Arizona,City,33.7862,-112.30801,928,171237,58588,65314,455011748,8864869,America/Phoenix,AZ,West
60697,SO - 0010430,2017-12-11,171,Export,USD,AXW291,714,5,12,6251.1,75013.20000000001,2938.017,171,Accord Group,5,Product 5,714,West New York,Hudson County,NJ,New Jersey,Town,40.78788,-74.01431,551,53366,19161,45370,2575149,864403,America/New York,NJ,Northeast
60698,SO - 0001362,2017-12-11,48,Wholesale,USD,NXH382,313,25,12,1132.3,13587.599999999999,520.858,48,Rochester Group,25,Product 25,313,Melbourne,Brevard County,FL,Florida,City,28.08363,-80.60811,321,80127,33619,40219,97226478,14784473,America/New York,FL,South
60699,SO - 0002012,2017-12-11,42,Distributor,USD,AXW291,977,18,11,5319.8,58517.8,3298.2760000000003,42,Colgate-Pa Group,18,Product 18,977,Spokane Valley,Spokane County,WA,Washington,City,47.67323,-117.23937,509,94919,37424,47430,97672407,746873,America/Los Angeles,WA,West
60700,SO - 0002268,2017-12-11,111,Wholesale,USD,GUT930,290,14,8,3946.3,31570.4,1894.224,111,Buzzbean Group,14,Product 14,290,Davie,Broward County,FL,Florida,Town,26.06287,-80.2331,954,100882,33707,59680,90395673,2163582,America/New York,FL,South
60701,SO - 0004484,2017-12-11,154,Distributor,USD,NXH382,363,8,11,2572.8,28300.800000000003,1517.952,154,GOOD Ltd,8,Product 8,363,Sandy Springs,Fulton County,GA,Georgia,City,33.92427,-84.37854,678,105330,43058,63917,97526360,2245984,America/New York,GA,South
60702,SO - 0006995,2017-12-11,45,Wholesale,USD,GUT930,321,15,9,1105.5,9949.5,895.455,45,State Ltd,15,Product 15,321,Orlando,Orange County,FL,Florida,City,28.53834,-81.37924,407,270934,105359,42318,272512582,22100434,America/New York,FL,South
60703,SO - 0010462,2017-12-11,148,Wholesale,USD,AXW291,353,17,6,3912.8,23476.800000000003,2425.936,148,Jabbercube Corp,17,Product 17,353,Alpharetta,Fulton County,GA,Georgia,City,34.07538,-84.29409,770,63693,22824,92839,69668492,956380,America/New York,GA,South
60704,SO - 0008693,2017-12-11,119,Wholesale,USD,FLR025,235,10,9,6050.1,54450.9,3025.05,119,Livepath Corp,10,Product 10,235,Greeley,Weld County,CO,Colorado,City,40.42331,-104.70913,970,100883,33774,48813,123893579,314890,America/Denver,CO,West
60705,SO - 000911,2017-12-11,90,Wholesale,USD,FLR025,590,13,11,824.1,9065.1,684.003,90,Aimbo Corp,13,Product 13,590,Georgetown,Ottawa County,MI,Michigan,Charter Township,42.90538,-85.8446,616,50340,17272,62910,85833461,2483310,America/Detroit,MI,Midwest
60706,SO - 0001632,2017-12-11,120,Export,USD,AXW291,699,15,8,3993.2000000000003,31945.600000000002,1597.2800000000002,120,Chatterbri Ltd,15,Product 15,699,North Bergen,Hudson County,NJ,New Jersey,Township,40.79416,-74.02495,551,62993,21676,55222,13301694,1128246,America/New York,NJ,Northeast
60707,SO - 0003522,2017-12-11,157,Distributor,USD,GUT930,267,25,12,3604.6,43255.2,2270.898,157,Flipstorm Group,25,Product 25,267,Stamford,Fairfield County,CT,Connecticut,City,41.05343,-73.53873,203,128874,46974,79359,97430571,37323740,America/New York,CT,Northeast
60708,SO - 0004152,2017-12-11,59,Wholesale,USD,GUT930,573,11,7,241.20000000000002,1688.4,159.192,59,Gabvine Ltd,11,Product 11,573,Gaithersburg,Montgomery County,MD,Maryland,City,39.14344,-77.20137,301,67456,23550,80734,26572283,337432,America/New York,MD,South
60709,SO - 0004282,2017-12-11,85,Wholesale,USD,AXW291,574,29,11,2284.7000000000003,25131.700000000004,1941.9950000000001,85,Lazzy Group,29,Product 29,574,Germantown,Montgomery County,MD,Maryland,CDP,39.17316,-77.27165,301,88717,31359,84615,44106705,269841,America/New York,MD,South
60710,SO - 0004664,2017-12-11,104,Wholesale,USD,AXW291,986,16,10,1105.5,11055.0,519.5849999999999,104,Mydeo Ltd,16,Product 16,986,La Crosse,La Crosse County,WI,Wisconsin,City,43.80136,-91.23958,608,52306,20689,40725,56425426,5289707,America/Chicago,WI,Midwest
60711,SO - 0005138,2017-12-11,61,Wholesale,USD,FLR025,927,16,7,5540.900000000001,38786.3,2437.996,61,Eidel Corp,16,Product 16,927,Logan,Cache County,UT,Utah,City,41.73549,-111.83439,435,50371,15855,36032,45471656,1516617,America/Denver,UT,West
60712,SO - 0006370,2017-12-11,127,Distributor,USD,NXH382,249,13,7,1695.1000000000001,11865.7,1101.815,127,Topco Company,13,Product 13,249,East Hartford,Hartford County,CT,Connecticut,Town,41.7607,-72.60765,959,50821,20225,48369,46610800,1904156,America/New York,CT,Northeast
60713,SO - 0007543,2017-12-11,2,Wholesale,USD,AXW291,807,1,5,1118.9,5594.5,850.364,2,Jaxbean Group,1,Product 1,807,Beaverton,Washington County,OR,Oregon,City,45.48706,-122.80371,503,96577,37238,56882,50563936,0,America/Los Angeles,OR,West
60714,SO - 0009440,2017-12-11,162,Wholesale,USD,FLR025,767,1,11,207.70000000000002,2284.7000000000003,89.311,162,Oba Company,1,Product 1,767,The Bronx,Bronx County,NY,New York,Borough,40.83722,-73.88611,347,1455444,523690,34299,110000000,40000000,America/New York,NY,Northeast
60715,SO - 0009922,2017-12-11,43,Wholesale,USD,AXW291,406,25,11,2438.8,26826.800000000003,1195.0120000000002,43,Pacific Ltd,25,Product 25,406,Decatur,Macon County,IL,Illinois,City,39.84031,-88.9548,217,73254,31287,40679,109481509,12133963,America/Chicago,IL,Midwest
60716,SO - 000607,2017-12-11,38,Wholesale,USD,AXW291,627,2,8,3705.1,29640.8,2111.9069999999997,38,Neutrogena Ltd,2,Product 2,627,Plymouth,Hennepin County,MN,Minnesota,City,45.01052,-93.45551,763,75907,30267,85418,84678335,7196860,America/Chicago,MN,Midwest
60717,SO - 0001750,2017-12-11,96,Wholesale,USD,NXH382,492,2,7,194.3,1360.1000000000001,102.97900000000001,96,Thoughtmix Ltd,2,Product 2,492,Jeffersonville (Township),Clark County,IN,Indiana,Township,38.31459,-85.73894,812,60853,24048,44987,68815549,831036,America/Kentucky/Louisville,IN,Midwest
60718,SO - 0007582,2017-12-11,70,Wholesale,USD,GUT930,497,14,9,3932.9,35396.1,2831.688,70,Cogidoo Company,14,Product 14,497,Muncie,Delaware County,IN,Indiana,City,40.19338,-85.38636,765,70087,27390,31044,70981203,510225,America/Indiana/Indianapolis,IN,Midwest
60719,SO - 000669,2017-12-11,92,Export,USD,NXH382,133,2,10,1708.5,17085.0,1213.0349999999999,92,Yodoo Ltd,2,Product 2,133,Mountain View,Santa Clara County,CA,California,City,37.38605,-122.08385,650,80435,32714,103488,31062820,719721,America/Los Angeles,CA,West
60720,SO - 0001802,2017-12-11,81,Distributor,USD,AXW291,965,18,9,1159.1000000000001,10431.900000000001,533.186,81,General Company,18,Product 18,965,Lakewood,Pierce County,WA,Washington,City,47.17176,-122.51846,253,59829,24140,44902,44499801,4569016,America/Los Angeles,WA,West
60721,SO - 0006751,2017-12-11,16,Distributor,USD,NXH382,177,2,6,1246.2,7477.200000000001,710.334,16,Arbor Company,2,Product 2,177,San Diego,San Diego County,CA,California,City,32.71533,-117.15726,619,1394928,485091,66116,842252395,122244773,America/Los Angeles,CA,West
60722,SO - 0007473,2017-12-11,66,Distributor,USD,FLR025,587,1,7,2599.6,18197.2,1819.7199999999998,66,Bluezoom Group,1,Product 1,587,Detroit,Wayne County,MI,Michigan,City,42.33143,-83.04575,313,677116,255740,25764,359360867,10667144,America/Detroit,MI,Midwest
60723,SO - 0010714,2017-12-11,27,Wholesale,USD,GUT930,679,6,5,3450.5,17252.5,2346.34,27,Wise Company,6,Product 6,679,Brick,Ocean County,NJ,New Jersey,Township,40.06177,-74.10956,848,75012,29942,70647,66368874,17074575,America/New York,NJ,Northeast
60724,SO - 0009264,2017-12-11,45,Distributor,USD,GUT930,110,17,9,3745.3,33707.700000000004,2808.9750000000004,45,State Ltd,17,Product 17,110,Jurupa Valley,Riverside County,CA,California,City,34.00259,-117.46761,951,100314,24839,57749,111216400,1914744,America/Los Angeles,CA,West
60725,SO - 0010189,2017-12-11,53,Wholesale,USD,AXW291,648,13,6,3691.7000000000003,22150.2,2178.103,53,Kare Corp,13,Product 13,648,Billings,Yellowstone County,MT,Montana,City,45.78329,-108.50069,406,110263,44092,51012,113183020,284017,America/Denver,MT,West
60726,SO - 000616,2017-12-11,130,Distributor,USD,AXW291,735,25,7,5849.1,40943.700000000004,3041.532,130,Jayo Company,25,Product 25,735,Brooklyn,Kings County,NY,New York,Borough,40.62472,-73.95222,347,2636735,880727,32135,180000000,70000000,America/New York,NY,Northeast
60727,SO - 0002371,2017-12-11,21,Wholesale,USD,GUT930,777,11,7,1098.8,7691.599999999999,879.04,21,Viva Ltd,11,Product 11,777,Cincinnati,Hamilton County,OH,Ohio,City,39.162,-84.45689,513,298550,133039,33604,200434440,4155432,America/New York,OH,Midwest
60728,SO - 0002402,2017-12-11,132,Wholesale,USD,AXW291,430,16,6,5976.400000000001,35858.4,3585.84,132,CLINIQUE Ltd,16,Product 16,430,Mount Prospect,Cook County,IL,Illinois,Village,42.06642,-87.93729,847,54747,20290,69520,26795937,89685,America/Chicago,IL,Midwest
60729,SO - 0004133,2017-12-11,129,Distributor,USD,GUT930,83,15,5,1728.6000000000001,8643.0,1123.5900000000001,129,Sanum-Kehl Group,15,Product 15,83,Escondido,San Diego County,CA,California,City,33.11921,-117.08642,760,151451,45041,50899,96015101,455887,America/Los Angeles,CA,West
60730,SO - 0005743,2017-12-11,53,Distributor,USD,GUT930,498,13,8,1232.8,9862.4,493.12,53,Kare Corp,13,Product 13,498,New Albany (Township),Floyd County,IN,Indiana,Township,38.31527,-85.83185,812,50145,19859,46329,99744029,1266016,America/Kentucky/Louisville,IN,Midwest
60731,SO - 0008540,2017-12-11,95,Distributor,USD,NXH382,572,4,10,2278.0,22780.0,1526.26,95,Realbridge Corp,4,Product 4,572,Frederick,Frederick County,MD,Maryland,City,39.41427,-77.41054,301,69479,26591,64700,59608801,482214,America/New York,MD,South
60732,SO - 0009106,2017-12-11,168,Wholesale,USD,NXH382,60,4,6,3035.1,18210.6,1699.6560000000002,168,Podcat Corp,4,Product 4,60,Chino,San Bernardino County,CA,California,City,34.01223,-117.68894,909,85595,20149,72872,76829663,33348,America/Los Angeles,CA,West
60733,SO - 0009891,2017-12-11,143,Distributor,USD,AXW291,411,14,6,3819.0,22914.0,2864.25,143,Mita Corp,14,Product 14,411,Du Page,Will County,IL,Illinois,Township,41.68366,-88.08834,630,88783,27285,76058,93921849,1300802,America/Chicago,IL,Midwest
60734,SO - 000154,2017-12-12,70,Export,USD,FLR025,118,15,7,3825.7000000000003,26779.9,2257.163,70,Cogidoo Company,15,Product 15,118,Livermore,Alameda County,CA,California,City,37.68187,-121.76801,925,88126,30182,100992,69725238,9862,America/Los Angeles,CA,West
60735,SO - 0002248,2017-12-12,52,Wholesale,USD,FLR025,146,25,6,167.5,1005.0,108.875,52,Avamba Company,25,Product 25,146,Palm Desert,Riverside County,CA,California,City,33.72224,-116.37446,760,51869,23925,52892,69446779,528739,America/Los Angeles,CA,West
60736,SO - 0002599,2017-12-12,77,Wholesale,USD,FLR025,314,25,5,1045.2,5226.0,637.572,77,Valeant Corp,25,Product 25,314,Miami,Miami-Dade County,FL,Florida,City,25.77427,-80.19366,305,441003,157347,31051,93204587,51995800,America/New York,FL,South
60737,SO - 0004278,2017-12-12,117,Distributor,USD,FLR025,986,25,8,904.5,7236.0,723.6,117,ALK-Abello Ltd,25,Product 25,986,La Crosse,La Crosse County,WI,Wisconsin,City,43.80136,-91.23958,608,52306,20689,40725,56425426,5289707,America/Chicago,WI,Midwest
60738,SO - 0010003,2017-12-12,60,Distributor,USD,AXW291,602,20,6,5299.7,31798.199999999997,2172.877,60,BTA Corp,20,Product 20,602,Southfield,Oakland County,MI,Michigan,City,42.47337,-83.22187,248,73156,32219,49244,68048418,14814,America/Detroit,MI,Midwest
60739,SO - 0009937,2017-12-12,106,Wholesale,USD,GUT930,274,18,7,1943.0,13601.0,835.49,106,Organon Corp,18,Product 18,274,West Hartford (CDP),Hartford County,CT,Connecticut,CDP,41.76204,-72.74204,959,63396,24935,86569,56558781,1097890,America/New York,CT,Northeast
60740,SO - 000801,2017-12-12,92,Wholesale,USD,AXW291,415,26,5,1065.3,5326.5,671.139,92,Yodoo Ltd,26,Product 26,415,Evanston,Cook County,IL,Illinois,City,42.04114,-87.69006,847,75527,29263,70041,20148542,57390,America/Chicago,IL,Midwest
60741,SO - 0003584,2017-12-12,34,Wholesale,USD,GUT930,468,25,12,2385.2000000000003,28622.4,1454.9720000000002,34,Z.H.T. Group,25,Product 25,468,Wheeling (Township),Cook County,IL,Illinois,Township,42.10987,-87.94458,847,155286,59425,73977,92979678,317743,America/Chicago,IL,Midwest
60742,SO - 0003889,2017-12-12,74,Wholesale,USD,AXW291,63,15,5,1882.7,9413.5,903.696,74,Dazzlesphe Corp,15,Product 15,63,Citrus Heights,Sacramento County,CA,California,City,38.70712,-121.28106,916,87056,32987,50047,36851825,0,America/Los Angeles,CA,West
60743,SO - 0005697,2017-12-12,158,Distributor,USD,AXW291,456,26,10,1983.2,19832.0,1189.92,158,Linklinks Ltd,26,Product 26,456,Skokie,Cook County,IL,Illinois,Village,42.03336,-87.73339,847,64821,22787,66999,26065833,0,America/Chicago,IL,Midwest
60744,SO - 0008075,2017-12-12,155,Wholesale,USD,AXW291,436,22,7,790.6,5534.2,490.172,155,Zoomdog Corp,22,Product 22,436,Normal (Township),McLean County,IL,Illinois,Township,40.53839,-88.98528,309,54383,18955,51761,82541736,226141,America/Chicago,IL,Midwest
60745,SO - 0010256,2017-12-12,2,Wholesale,USD,GUT930,941,26,11,1011.7,11128.7,849.828,2,Jaxbean Group,26,Product 26,941,Centreville,Fairfax County,VA,Virginia,CDP,38.84039,-77.42888,571,73677,24618,105278,30936668,299660,America/New York,VA,South
60746,SO - 0008097,2017-12-12,7,Export,USD,NXH382,272,2,9,5071.900000000001,45647.100000000006,3246.0160000000005,7,Skidoo Company,2,Product 2,272,Waterbury (Town),New Haven County,CT,Connecticut,Town,41.5585,-73.03668,203,108802,40213,40467,73880017,1086045,America/New York,CT,Northeast
60747,SO - 0002778,2017-12-12,7,Distributor,USD,FLR025,173,5,5,207.70000000000002,1038.5,168.23700000000002,7,Skidoo Company,5,Product 5,173,Salinas,Monterey County,CA,California,City,36.67774,-121.6555,831,157380,40892,49840,61150707,98696,America/Los Angeles,CA,West
60748,SO - 0002995,2017-12-12,30,Distributor,USD,AXW291,504,13,10,1936.3,19363.0,929.424,30,Shuffledri Group,13,Product 13,504,Perry,Monroe County,IN,Indiana,Township,39.11904,-86.51979,812,53382,22213,43799,91577113,280736,America/Indiana/Indianapolis,IN,Midwest
60749,SO - 0003068,2017-12-12,107,Wholesale,USD,AXW291,342,25,6,227.8,1366.8000000000002,152.626,107,NCS Group,25,Product 25,342,Tallahassee,Leon County,FL,Florida,City,30.43826,-84.28073,850,189907,74388,39681,260089732,8300437,America/New York,FL,South
60750,SO - 0003411,2017-12-12,101,Distributor,USD,FLR025,511,21,11,2887.7000000000003,31764.700000000004,1443.8500000000001,101,Feednation Corp,21,Product 21,511,Terre Haute,Vigo County,IN,Indiana,City,39.4667,-87.41391,812,60825,22261,31817,89481662,1863534,America/Indiana/Indianapolis,IN,Midwest
60751,SO - 0003487,2017-12-12,91,Export,USD,NXH382,395,15,5,3993.2000000000003,19966.0,3234.4920000000006,91,Zoonder Group,15,Product 15,395,Bloomingdale (Township),DuPage County,IL,Illinois,Township,41.94563,-88.08462,630,113024,40097,68474,88284784,3206299,America/Chicago,IL,Midwest
60752,SO - 0003650,2017-12-12,22,Distributor,USD,NXH382,259,20,9,3832.4,34491.6,2376.088,22,SAFEWAY Ltd,20,Product 20,259,Milford,New Haven County,CT,Connecticut,City,41.22509,-73.06111,203,53592,19631,0,57442071,10218658,America/New York,CT,Northeast
60753,SO - 0004970,2017-12-12,145,Wholesale,USD,NXH382,67,13,9,268.0,2412.0,123.28,145,Janyx Group,13,Product 13,67,Concord,Contra Costa County,CA,California,City,37.97798,-122.03107,925,128667,45409,68318,79108534,0,America/Los Angeles,CA,West
60754,SO - 0005190,2017-12-12,21,Wholesale,USD,AXW291,638,4,7,3169.1,22183.7,2313.4429999999998,21,Viva Ltd,4,Product 4,638,Lee's Summit,Cass County/Jackson County,MO,Missouri,City,38.9216,-94.38476,816,95094,34056,78377,165171189,5361683,America/Chicago,MO,Midwest
60755,SO - 0006100,2017-12-12,121,Wholesale,USD,AXW291,363,4,8,1112.2,8897.6,556.1,121,Tambee Company,4,Product 4,363,Sandy Springs,Fulton County,GA,Georgia,City,33.92427,-84.37854,678,105330,43058,63917,97526360,2245984,America/New York,GA,South
60756,SO - 0007788,2017-12-12,56,Distributor,USD,AXW291,544,16,6,1922.9,11537.400000000001,999.9080000000001,56,Realpoint Corp,16,Product 16,544,Fall River,Bristol County,MA,Massachusetts,City,41.70149,-71.15505,774,88777,38765,35213,85769409,18424381,America/New York,MA,Northeast
60757,SO - 0009286,2017-12-12,111,Wholesale,USD,AXW291,878,6,5,2371.8,11859.0,1043.592,111,Buzzbean Group,6,Product 6,878,Flower Mound,Tarrant County/Denton County,TX,Texas,Town,33.0379,-97.11287,972,71253,22231,122999,108528438,6523120,America/Chicago,TX,South
60758,SO - 0003184,2017-12-12,163,Export,USD,AXW291,421,11,7,1943.0,13601.0,1398.96,163,Zava Group,11,Product 11,421,Joliet,Kendall County/Will County,IL,Illinois,City,41.5177,-88.14885,815,147861,46895,60976,166876584,1718805,America/Chicago,IL,Midwest
60759,SO - 0003892,2017-12-12,67,Distributor,USD,AXW291,592,1,7,1916.2,13413.4,804.804,67,Skyble Corp,1,Product 1,592,Kalamazoo,Kalamazoo County,MI,Michigan,City,42.29171,-85.58723,269,76041,28025,33009,63885312,1128377,America/Detroit,MI,Midwest
60760,SO - 0007537,2017-12-12,111,Wholesale,USD,GUT930,379,14,7,1989.9,13929.300000000001,1114.344,111,Buzzbean Group,14,Product 14,379,West Des Moines,Madison County/Warren County/Dallas County/Polk County,IA,Iowa,City,41.54994,-93.78135,515,64113,25884,71200,120659778,2534589,America/Chicago,IA,Midwest
60761,SO - 0010417,2017-12-12,142,Wholesale,USD,AXW291,57,25,6,3892.7000000000003,23356.2,2880.598,142,Skippad Ltd,25,Product 25,57,Castro Valley,Alameda County,CA,California,CDP,37.6941,-122.08635,510,62363,22164,85596,43349342,822982,America/Los Angeles,CA,West
60762,SO - 0010270,2017-12-12,173,Wholesale,USD,AXW291,109,22,10,703.5,7035.0,464.31,173,H Ltd,22,Product 22,109,Irvine,Orange County,CA,California,City,33.66946,-117.82311,949,256927,87235,92278,169856564,885912,America/Los Angeles,CA,West
60763,SO - 0009354,2017-12-12,4,Wholesale,USD,GUT930,146,11,11,944.7,10391.7,765.2070000000001,4,Eire Corp,11,Product 11,146,Palm Desert,Riverside County,CA,California,City,33.72224,-116.37446,760,51869,23925,52892,69446779,528739,America/Los Angeles,CA,West
60764,SO - 0008247,2017-12-12,139,Wholesale,USD,AXW291,145,25,6,2432.1,14592.599999999999,1361.976,139,Zoomzone Corp,25,Product 25,145,Palmdale,Los Angeles County,CA,California,City,34.57943,-118.11646,661,158351,42720,52392,274452754,633935,America/Los Angeles,CA,West
60765,SO - 0002881,2017-12-12,148,Distributor,USD,FLR025,757,16,9,1159.1000000000001,10431.900000000001,811.37,148,Jabbercube Corp,16,Product 16,757,Orangetown,Rockland County,NY,New York,Town,41.05369,-73.94809,845,50479,17922,92257,62323817,18826240,America/New York,NY,Northeast
60766,SO - 0004441,2017-12-12,124,Wholesale,USD,GUT930,264,17,6,1078.7,6472.200000000001,506.989,124,Roomm Company,17,Product 17,264,New Haven (Town),New Haven County,CT,Connecticut,Town,41.310810000000004,-72.92495,203,130322,49771,37192,48407373,3739487,America/New York,CT,Northeast
60767,SO - 0007331,2017-12-12,44,Export,USD,GUT930,138,29,10,1031.8,10318.0,546.854,44,Fivechat Company,29,Product 29,138,Norwalk,Los Angeles County,CA,California,City,33.90224,-118.08173,562,107140,27225,59756,25145023,101802,America/Los Angeles,CA,West
60768,SO - 0008029,2017-12-12,133,Wholesale,USD,NXH382,43,3,11,3390.2000000000003,37292.200000000004,1729.0020000000002,133,Mydo Corp,3,Product 3,43,Apple Valley,San Bernardino County,CA,California,Town,34.50083,-117.18588,760,72174,23727,47938,192802312,855894,America/Los Angeles,CA,West
60769,SO - 0009730,2017-12-12,173,Wholesale,USD,AXW291,690,25,6,2445.5,14673.0,1980.855,173,H Ltd,25,Product 25,690,Howell,Monmouth County,NJ,New Jersey,Township,40.18205,-74.19852,848,52104,17638,93733,156847674,1689058,America/New York,NJ,Northeast
60770,SO - 0010079,2017-12-12,98,Distributor,USD,AXW291,841,9,6,3993.2000000000003,23959.2,1677.144,98,Natures Group,9,Product 9,841,North Charleston,Dorchester County/Berkeley County/Charleston County,SC,South Carolina,City,32.91782,-80.06503,843,108304,37597,39543,190807625,8969264,America/New York,SC,South
60771,SO - 0002160,2017-12-12,113,Distributor,USD,NXH382,515,18,5,1065.3,5326.5,703.098,113,Talane Group,18,Product 18,515,Wayne,Allen County,IN,Indiana,Township,41.05238,-85.16209,260,106185,41596,32194,109127525,317390,America/Indiana/Indianapolis,IN,Midwest
60772,SO - 0002855,2017-12-12,73,Export,USD,GUT930,797,26,11,5165.7,56822.7,2996.1059999999998,73,Deseret Group,26,Product 26,797,Edmond,Oklahoma County,OK,Oklahoma,City,35.65283,-97.4781,405,90092,32601,71974,219359713,8188424,America/Chicago,OK,South
60773,SO - 0003720,2017-12-12,4,Export,USD,GUT930,979,27,7,2345.0,16415.0,1664.9499999999998,4,Eire Corp,27,Product 27,979,Vancouver,Clark County,WA,Washington,City,45.63873,-122.66149,360,172860,66417,50626,121557343,9484341,America/Los Angeles,WA,West
60774,SO - 0004741,2017-12-12,109,Wholesale,USD,GUT930,522,26,11,1051.9,11570.900000000001,683.7350000000001,109,WOCKHARDT Group,26,Product 26,522,Overland Park,Johnson County,KS,Kansas,City,38.98223,-94.67079,913,186515,74830,72463,194562941,1309517,America/Chicago,KS,Midwest
60775,SO - 0006889,2017-12-12,7,Wholesale,USD,GUT930,68,2,9,2505.8,22552.2,1077.4940000000001,7,Skidoo Company,2,Product 2,68,Corona,Riverside County,CA,California,City,33.87529,-117.56644,951,164226,48156,74149,102233537,211897,America/Los Angeles,CA,West
60776,SO - 0006977,2017-12-12,121,Distributor,USD,AXW291,622,10,5,167.5,837.5,73.7,121,Tambee Company,10,Product 10,622,Edina,Hennepin County,MN,Minnesota,City,44.88969,-93.34995,952,50138,20881,88298,40021035,1314045,America/Chicago,MN,Midwest
60777,SO - 0008648,2017-12-12,126,Distributor,USD,FLR025,328,14,6,3832.4,22994.4,3104.244,126,Rhynoodle Ltd,14,Product 14,328,Pine Hills,Orange County,FL,Florida,CDP,28.55778,-81.4534,407,64516,20196,35854,31671879,1289034,America/New York,FL,South
60778,SO - 0001652,2017-12-13,126,Distributor,USD,FLR025,278,11,10,2706.8,27068.0,1651.1480000000001,126,Rhynoodle Ltd,11,Product 11,278,Wilmington,New Castle County,DE,Delaware,City,39.74595,-75.54659,302,71948,28881,40465,28241488,15639762,America/New York,DE,South
60779,SO - 0002308,2017-12-13,40,Distributor,USD,FLR025,680,13,6,2378.5,14271.0,1236.82,40,Twinte Group,13,Product 13,680,Camden,Camden County,NJ,New Jersey,City,39.92595,-75.11962,856,76119,24981,25042,23098745,3683834,America/New York,NJ,Northeast
60780,SO - 0006096,2017-12-13,34,Distributor,USD,FLR025,401,21,10,268.0,2680.0,198.32,34,Z.H.T. Group,21,Product 21,401,Champaign,Champaign County,IL,Illinois,City,40.11642,-88.24338,217,86096,33088,42094,58812707,64280,America/Chicago,IL,Midwest
60781,SO - 0006707,2017-12-13,125,Wholesale,USD,FLR025,383,26,7,1005.0,7035.0,432.15,125,Zooveo Company,26,Product 26,383,Meridian,Ada County,ID,Idaho,City,43.61211,-116.39151,208,90739,29499,63023,76985230,163548,America/Boise,ID,West
